id,price,moonRank,rank,💎 score,background,skin,hair,mouth,eyes,eyebrows,clothes,headAccessory,faceAccessory,glasses,rarityURL,solanartURL
3060,5.5,16,213,557,Teal,Blue,Bob Brown,Black,Purple,Small,Tshirt,Mushrooms,Gasmask Teal,Glasses Solana,https://gloom-rarity-page.vercel.app/punk/3060,https://solanart.io/search/?token=CskCeH9eE6upUSdrKFe2eQ8P1XczikDmKRXDTQAWV7c8
3061,1.7,2015,4432,2176,Grey,Blue,Bob Black,Pink,Teal,Scar,Tank Top,Helix Hat,Facemask,,https://gloom-rarity-page.vercel.app/punk/3061,https://solanart.io/search/?token=81VcvanPE3U8jHEHhFFBgGDigPwWrifiZVXgUhgTWmwr
3069,69696,3761,4338,6973352,Green,White,Bob Brown,Pink,White,Scar,Tank Top,Mushrooms,,,https://gloom-rarity-page.vercel.app/punk/3069,https://solanart.io/search/?token=AawSXdehkbf9YVjv9CDmXcUvi1tzhLsjWShGU8GJfMgj
3072,25,6363,6988,8854,Blue,White,Bob Brown,Pink,Teal,Thin,Tshirt,Horns,,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/3072,https://solanart.io/search/?token=AbiYTkF3S87ZZc4k55scDmcN3DAagXc3Y8ip17hHkLxK
3074,0.11,9330,9392,9332,Grey,Black,Bob Black,Pink,Blue,Worry,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/3074,https://solanart.io/search/?token=B4EJ6Ha8Ns5bGf1YjNchq6PWwaPKSNTE95pKkXBVomjV
3082,0.8,6964,6274,7035,Blue,Cyborg,Bob Black,Pink,Teal,Arched,Hoodie,,,,https://gloom-rarity-page.vercel.app/punk/3082,https://solanart.io/search/?token=3DPH1k2Q36pvDvKQ7MjpD8UGFg5rvUkJzWay2EgmJHVR
3084,2,4377,3851,4568,Yellow,Cyborg,Ponytail Pink,Pink,Teal,Small,Tshirt,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/3084,https://solanart.io/search/?token=ATGBEZTZTHik8YBgXeyXMuqTzVcBXUkPXRVPvjsj3KRa
3087,1,4817,2861,4908,Pastel,Black,Ponytail Black,Pink,Blue,Small,Tshirt,,Gasmask Teal,,https://gloom-rarity-page.vercel.app/punk/3087,https://solanart.io/search/?token=GpcwMJMiqzdvgenMgtNJLqaK9DoyKtHV1pLbQ2xzGECz
3089,9.75,830,1456,1796,Teal,Black,Ponytail Black,Pink,Black,Thin,Tank Top,Mushrooms,,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/3089,https://solanart.io/search/?token=gwsWXGfxT4WCSmTPHhFCJ42VSDeZiUFMjG3rn8Gpjnq
3095,0.6,9194,9278,9245,Grey,Black,Ponytail Brown,Pink,Teal,Small,Tshirt,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/3095,https://solanart.io/search/?token=2rQSpfSUvHKai2hKugdG2A1SBJgv8gWetntDWDRMYtNw
3104,0.22,3098,3415,3111,Purple Flat,Black,Bob Brown,Black Fangs,Teal,Small,Tank Top,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/3104,https://solanart.io/search/?token=CDPQL1VWZxDqQhGAoo2fkj4MF1HA1fCcRnTYPk3B4uRx
3109,1.5,5595,4978,5736,Grey,White,Bob White,Pink Fangs,Teal,Small,Hoodie,,,,https://gloom-rarity-page.vercel.app/punk/3109,https://solanart.io/search/?token=32kg1RHgbKbMNYh4s2kMqKz1KunjRNEaWRYYJzC8f9Ze
3111,0.6,5927,6830,5978,Teal,White,Ponytail Brown,Black,Teal,Worry,Tank Top,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/3111,https://solanart.io/search/?token=6Hf9TsH3wNhgAcJqSc2At1pMrwZVQLCQpt6PkKWkSmfh
3112,0.8,9392,9200,9463,Solana1,Black,Bob Black,Pink,Teal,Arched,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/3112,https://solanart.io/search/?token=EatZKZumPxcFJ6g1XBdVAFVnY1bETpUwQdi2myiMdGqH
3118,2,6832,8433,7023,Green,Black,Bob Black,Pink Fangs,Teal,Arched,Turtleneck,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/3118,https://solanart.io/search/?token=95nMV8kYAdnoEQf82Letr44ccT16GV5gVqZbyPBFJzhs
3133,8,4043,2536,4834,Yellow Flat,White,Ponytail Pink,Pink Fangs,Purple,Small,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/3133,https://solanart.io/search/?token=5fr4PJbpq7uHRi9GgGFTgEzVUyX2Lix8sZoTHj2iJHU3
3135,0.3,5278,2841,5299,Pastel,Gold,Ponytail Black,Pink,Teal,Worry,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/3135,https://solanart.io/search/?token=4LDBggb4Ji6HnEJBQ5qZicj6N9pmBKkyByg8hfafKTnU
3145,0.25,6561,3260,6577,Yellow Flat,White,Ponytail Pink,Black,Blue,Thin,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/3145,https://solanart.io/search/?token=EMqBWqY59EuzPZtMpdm73x5Pg76DbnMyctuJ4DsVFRQb
3154,6,6881,5701,7472,Pastel,Black,Bob Pink,Pink,Purple,Small,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/3154,https://solanart.io/search/?token=4bsJne8YYotEpoky64dQBbbZUny2HTCmrYn8kCGhZduX
3159,4.5,1991,1989,2432,Solana2,Cyborg,Bob Black,Pink,Teal,Scar,Turtleneck,,Gasmask Gunmetal,,https://gloom-rarity-page.vercel.app/punk/3159,https://solanart.io/search/?token=EXEMT9jmky87hi2pYjHyqefn4wMs3hoBVFsPqNA2zT7p
3160,35,1355,283,4846,Green,White,Ponytail White,Gold Fangs,Teal,Worry,Hoodie,,,,https://gloom-rarity-page.vercel.app/punk/3160,https://solanart.io/search/?token=CyLNvGxXSwt3gnxSCmxa9Y8pZVHU9Ywa3JB32kogi2fV
3164,2.1,4071,2724,4272,Green,Cyborg,Bob Black,Pink,Teal,Thin,Turtleneck,,,Glasses Regular,https://gloom-rarity-page.vercel.app/punk/3164,https://solanart.io/search/?token=KjmuqSQ5FeoCiWivAL1d33zeF1pB7RZWtcegko88HBE
3165,3.9,3056,3352,3437,Blue,White,Bald,Black,Purple,Arched,Bandages,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/3165,https://solanart.io/search/?token=GXVvvfi9jCG8cMrAZyNtoL3EBRMqhGAqYs2RgQy1rXrv
3174,8.2,9142,8574,9953,Solana1,White,Ponytail Black,Pink,Teal,Small,Bandages,,,,https://gloom-rarity-page.vercel.app/punk/3174,https://solanart.io/search/?token=E7BCz8ceasShLi5DvJPUbgTpsTeeziPGfhTLSZeLXtCV
3178,0.8,6497,7481,6568,Beige,Black,Bob Black,Gold,Teal,Small,Tshirt,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/3178,https://solanart.io/search/?token=7bzU6oHsVR7gB3bXwRu6WD4hzTTzRrM6tPb3qK4N3CF8
3186,1.3,2458,2338,2579,Yellow,White,Ponytail Black,Pink,Purple,Small,Turtleneck,Clouds,Facemask,,https://gloom-rarity-page.vercel.app/punk/3186,https://solanart.io/search/?token=E6DqqgYCb6Qj53yuWezeEpj6enHjQDbAyZoWc8V3rw2N
3188,8,486,1074,1277,Blue,Gold,Ponytail Black,Black Fangs,Teal,Scar,Bandages,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/3188,https://solanart.io/search/?token=Bpj8ieWmH9NvTy2VTkrWRxAciQtJ41p2UoFohCAbSAG
3189,250,334,1089,25325,Green,White,Bob Black,Black Fangs,Black,Thin,Turtleneck,,Bandaids,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/3189,https://solanart.io/search/?token=9nk5p63Zqq4hYyp1EtHD6n9a5ZBDSYN3xSricWtqzMfB
3191,15,305,594,1796,Grey,Gold,Bald,Black,Teal,Worry,Bandages,,Facemask,,https://gloom-rarity-page.vercel.app/punk/3191,https://solanart.io/search/?token=7tRJAEgB3a5Nqtr1qf3ozHbH1iwNfLgXmanSmiANfcHG
3205,2,4085,2825,4276,Beige,White,Bob Brown,Pink,Teal,Scar,Bandages,Clouds,,,https://gloom-rarity-page.vercel.app/punk/3205,https://solanart.io/search/?token=2KGh3xGVUkH2SzkjQ6JV6iCYgFeCC8fuKjgFzcMAXmHZ
3217,5,702,1062,1193,Solana1,Black,Ponytail Black,Pink Fangs,Blue,Worry,Naked,,Facemask,,https://gloom-rarity-page.vercel.app/punk/3217,https://solanart.io/search/?token=8iNFUwq7gmGmWsPSxJ7dhouMJra8oRtz51f9R8Lghxv8
3222,9.99,5155,7564,6145,Blue,White,Ponytail Black,Black,Blue,Thin,Turtleneck,Helix Hat,Facemask,,https://gloom-rarity-page.vercel.app/punk/3222,https://solanart.io/search/?token=38Z5U4gmKnYMTEZ8LFNTbtr4FuikK6qGDaZ2bjJpUfVV
3232,6.9,8354,6075,9035,Purple,White,Bob Black,Pink,Teal,Thin,Hoodie,,,,https://gloom-rarity-page.vercel.app/punk/3232,https://solanart.io/search/?token=F8UpTBBCwjozuDWmMjZD71LkLiPbGi1VQhJyJ8c28QiE
3242,4.5,3049,2068,3490,Solana1,White,Bob Black,Pink,White,Small,Tank Top,Butterflies,,,https://gloom-rarity-page.vercel.app/punk/3242,https://solanart.io/search/?token=42xYVjbBQ7eZYZRvXMC2mhAjHQgXDrqF7buxMWMp7iBu
3243,10,2146,72,3137,Smoke,Black,Ponytail Black,Black,Purple,Arched,Turtleneck,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/3243,https://solanart.io/search/?token=Fz9ie4jyRCbkYQBFh1gpGWMT8k1EydAVnorSFEt8NwLL
3248,2,6185,1234,6376,Beige,Black,Bob Black,Gold Fangs,Teal,Small,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/3248,https://solanart.io/search/?token=7YCPcCL4E1arPV677TJboxeEDFc6ZZvQxsLN1N9GLdYt
3253,0.7,1572,3941,1633,Grey,Black,Bob Black,Pink,White,Scar,Tank Top,Helix Hat,Facemask,,https://gloom-rarity-page.vercel.app/punk/3253,https://solanart.io/search/?token=FLyL5Lr1DcwLA4RDb6qVut1TaEem1KntfQRg8mzsK8Un
3258,10,2055,2189,3046,Green,Cyborg,Bob Black,Pink,Teal,Small,Tshirt,,Piercing,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/3258,https://solanart.io/search/?token=8PdJuisMiyty5UayaQCq7yMCXc1Rk4gwZZPhVcHVUEie
3274,0.2,3399,4971,3410,Blue,White,Bob Brown,Black Fangs,Purple,Arched,Tank Top,,Bandaids,,https://gloom-rarity-page.vercel.app/punk/3274,https://solanart.io/search/?token=7NxoNAx9ecT7toiSxX5avF2jjk2hsFe9cjwEE9gUDUWU
3278,8,1151,1348,1942,Solana2,Cyborg,Ponytail Brown,Gold,Blue,Arched,Tshirt,,Piercing,,https://gloom-rarity-page.vercel.app/punk/3278,https://solanart.io/search/?token=Gcpwoz9VrWoHMukb1vJMBLSbScCWdsHEc6who8YUnLZ6
3280,1.4,2043,2573,2174,Teal,White,Ponytail Pink,Black,Teal,Worry,Tank Top,,Bandaids,,https://gloom-rarity-page.vercel.app/punk/3280,https://solanart.io/search/?token=E8mLS2jVMf9kFHVSLG5qrJjsqGopcjz5aTLhEnpTW21U
3285,3.45,2245,2428,2581,Green,Black,Bald,Gold,Teal,Small,Tshirt,,Bandaids,,https://gloom-rarity-page.vercel.app/punk/3285,https://solanart.io/search/?token=8G8TYFZB8bXVCe8aNbMd5oqvP6t9LucXVipfJgQYeWjL
3296,2.99,4500,2854,4790,Blue,White,Ponytail Brown,Pink,Blue,Worry,Tank Top,,Gasmask Pink,,https://gloom-rarity-page.vercel.app/punk/3296,https://solanart.io/search/?token=C3TJrRE5K7MUVw6WgSjBdvZnq4YMPGsbJnsBJnJYHmab
3297,8.6,1988,4232,2839,Teal,White,Bob Black,Pink,Teal,Small,Turtleneck,Mushrooms,Facemask,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/3297,https://solanart.io/search/?token=Crvas1JbcvYn2dGMNH32XzU6XD68JN56ADpx5cCnYt9V
3314,2,7597,8022,7788,Green,White,Ponytail Brown,Pink,Purple,Small,Turtleneck,,Bandaids,,https://gloom-rarity-page.vercel.app/punk/3314,https://solanart.io/search/?token=4F78yQKRLSQsbHC5qhceAQsegXTPpx3wRPdGy4wCd4Dt
3315,1.5,2630,2309,2771,Purple,White,Bob Teal,Pink,Teal,Thin,Bandages,,,Monocle Solana,https://gloom-rarity-page.vercel.app/punk/3315,https://solanart.io/search/?token=4bMzFuhiWTfd2n2aApKWm9RPPhtmBBvAETh8zX5bdYhd
3322,4,5584,4508,5975,Purple Flat,Black,Bob Brown,Black Fangs,Teal,Thin,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/3322,https://solanart.io/search/?token=9uV4gXeMPkcNxueCKbnoefocsB7xL693WUF82xEJa6AA
3323,1,7258,6816,7349,Green,White,Bob Brown,Black,Purple,Small,Hoodie,,,,https://gloom-rarity-page.vercel.app/punk/3323,https://solanart.io/search/?token=2j42nQpSiHDhuzaJBicYJwd2v5dkwGKTm9sTB6aZGd8W
3326,10,2019,3068,3010,Green,Cyborg,Bob Brown,Black Fangs,Teal,Worry,Hoodie,,,,https://gloom-rarity-page.vercel.app/punk/3326,https://solanart.io/search/?token=8DDGBj6bb276K99Y1SnpacRicjLMSwU92zUGcbCaujJn
3328,19,343,124,2234,Green,White,Ponytail White,Gold,Black,Thin,Tank Top,Bird,,,https://gloom-rarity-page.vercel.app/punk/3328,https://solanart.io/search/?token=8DphVLqf2zMN1cXrUPmhoafdc5NGZPzpQYT2q1TsxU8D
3332,1.2,9251,9356,9362,Green,Black,Ponytail Black,Pink,Teal,Scar,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/3332,https://solanart.io/search/?token=AfFdTvWMmmKj1d9uXQdvRxMV7zBb8s3s6iWkANzaQoCq
3362,4.5,2341,1522,2782,Purple Flat,White,Ponytail Black,Black,Purple,Worry,Tshirt,Clouds,,,https://gloom-rarity-page.vercel.app/punk/3362,https://solanart.io/search/?token=HvnFhdsBA7LnugQD5HTUikbvpAYLYnU42RkBGgFks9EW
3392,7.77,5668,3261,6436,Solana1,White,Ponytail Black,Pink,Teal,Small,Tank Top,,Gasmask Gunmetal,,https://gloom-rarity-page.vercel.app/punk/3392,https://solanart.io/search/?token=4X5Qxp1koWCMMVE5oEgsMFjNg7cqp2xvbBviLVTP3rFz
3403,0.5,1409,4362,1450,Green,Black,Ponytail Brown,Gold,Blue,Thin,Tank Top,,Bandaids,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/3403,https://solanart.io/search/?token=FXVV7SC1DYDjmTFNuYJZ42Ba68wbcCTJC8xU14aayWE
3404,0.5,8836,8880,8877,Solana2,Black,Ponytail Brown,Black,Teal,Thin,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/3404,https://solanart.io/search/?token=CzCoiVWPBVwcjEz2ovF4HAwWdGFC2Zm8uwoEfvSwgC9y
3411,1.2,6681,6578,6792,Green,Blue,Ponytail White,Black,Teal,Small,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/3411,https://solanart.io/search/?token=2peP4zLNkSYTfoxnf2J7Rz19ieGGfYZGBCFN4cJETmeT
3429,1.5,3385,3544,3526,Blue,White,Bald,Pink,Purple,Arched,Tshirt,Helix Hat,,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/3429,https://solanart.io/search/?token=DDrwcZ4kM8jHZtLnmUoitiHV4V6G3TS7cxsF9wwUS865
3451,0.2,5931,6843,5942,Solana2,Black,Bob Brown,Gold,Purple,Thin,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/3451,https://solanart.io/search/?token=BaGwvBHpcDrc5P6gNySq3whE9m38jbsUsZCC9nM8K6FE
3453,3,910,1135,1201,Purple,White,Bob Teal,Pink,Teal,Scar,Tshirt,,Facemask,Glasses Solana,https://gloom-rarity-page.vercel.app/punk/3453,https://solanart.io/search/?token=8MFAnCKJduT83pmMmkn9XoAQnfMsazb4cZvUz8zK3Y56
3455,19,1660,534,3551,Yellow Flat,White,Bob White,Gold,Teal,Arched,Naked,,,,https://gloom-rarity-page.vercel.app/punk/3455,https://solanart.io/search/?token=5i557XTq4NqWTVWJZVgTR7BEaVQ3fVDKNyHKKTu1JUU5
3464,3.7,2516,4316,2877,Yellow,Blue,Ponytail Black,Pink,Purple,Scar,Tshirt,,,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/3464,https://solanart.io/search/?token=3xNGrBt4rvdLoFK9ezrJzJtg64aZAoSWy7wAZwc7nead
3470,0.6,7570,7716,7621,Green,White,Ponytail Black,Gold,Teal,Thin,Tshirt,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/3470,https://solanart.io/search/?token=57T864Bg6BS3zP1zesbWEut9ZRDRQ2kQkdLGK3QkrUwm
3475,0.4,4105,2822,4136,Blue,White,Bob Black,Pink,Teal,Scar,Bandages,Clouds,,,https://gloom-rarity-page.vercel.app/punk/3475,https://solanart.io/search/?token=4zsDkWjV3Ggu2FRRcNJnDRgoRD5WxYMmEnreqkpNcori
3479,0.7,1112,2025,1173,Solana1,Black,Bob Teal,Pink,Purple,Small,Turtleneck,Helix Hat,,Monocle Solana,https://gloom-rarity-page.vercel.app/punk/3479,https://solanart.io/search/?token=2rbrRWNP5YT5on5aMiargFBx71yVeXoV1RDm3zVHotoB
3486,0.49,2195,1996,2235,Solana1,Gold,Ponytail Black,Gold,Purple,Arched,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/3486,https://solanart.io/search/?token=4c4Yk3KoAX66in58RruBx1fkxF72Ax29m7aKsGvws1Uv
3504,1.99,8600,8641,8790,Solana1,White,Bob Black,Pink Fangs,Purple,Arched,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/3504,https://solanart.io/search/?token=5zGLw6P1N6u9WS2U5AZ2mANPNY13EYF8hjHqeLTAPTuk
3505,35,6795,6099,10286,Teal,Blue,Ponytail Brown,Pink,Teal,Scar,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/3505,https://solanart.io/search/?token=HCothNkNa3S8WopFsDg4ApSoDTFh3zg973gyVVHa9hjj
3508,5,8171,5929,8662,Green,White,Bob Teal,Pink,Teal,Worry,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/3508,https://solanart.io/search/?token=4QGUZf3RKEcfeDZKgapLE3njKQdVQRCpxyML7XWeJH2n
3509,3,6204,7599,6495,Beige,White,Ponytail Brown,Pink Fangs,Teal,Scar,Turtleneck,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/3509,https://solanart.io/search/?token=RXCDuiHVxaQLdv79gUGweY98R7gZ5j8kmtjuePw4RfT
3521,100,3495,4171,13486,Solana1,Blue,Bob White,Pink,Teal,Arched,Tank Top,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/3521,https://solanart.io/search/?token=HTsmdnFiKjed6GmGNaz33JMwS3TKFD6zNudEuqWvkjp5
3525,1.5,8671,9058,8812,Grey,Black,Ponytail Black,Pink,Purple,Scar,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/3525,https://solanart.io/search/?token=HPKjKpvCEJ2m5PzmgoSK1hd4VJXRS2rh3ii1d52yMRWP
3527,1.89,7688,7927,7868,Blue,White,Bob Black,Black,Teal,Small,Tank Top,Horns,,,https://gloom-rarity-page.vercel.app/punk/3527,https://solanart.io/search/?token=Fu3k7A21GsLFLqcgdKmYjceF2TUiMXFydrtMfnKhnajL
3539,5.25,8561,7776,9077,Solana1,White,Ponytail Black,Gold,Teal,Arched,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/3539,https://solanart.io/search/?token=GwhszotUmPVQwXqsN6dHqne4CAEMLZRrp4LP2iUX8ChJ
3554,0.4,4797,3613,4828,Beige,Black,Bald,Black Fangs,Teal,Thin,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/3554,https://solanart.io/search/?token=6rEL5boBS7kHLpebvzQoEZ6YBRUNL5zL4i4ZgNhkrd9f
3562,0.5,7004,7619,7045,Beige,White,Ponytail White,Black,Purple,Thin,Tshirt,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/3562,https://solanart.io/search/?token=9Ba83teAapQLxWJKyTsjMZnMTY6GKyddBeNyqRtuk9Dh
3563,2,5203,6693,5394,Beige,Cyborg,Bob White,Pink,Teal,Arched,Turtleneck,,Facemask,,https://gloom-rarity-page.vercel.app/punk/3563,https://solanart.io/search/?token=2LeJYM3s14kd3KtwmnS6ngvNVXzCa64VssTUDrcTun4Y
3564,1.6,2492,2876,2643,Teal Flat,Cyborg,Ponytail Brown,Pink,Purple,Scar,Tshirt,Horns,,,https://gloom-rarity-page.vercel.app/punk/3564,https://solanart.io/search/?token=BZmpp22yqSaY3kMD2j6B8Ybfy7XPqta8pCRJQYF18Y9G
3569,0.25,670,232,686,Teal,White,Bob White,Gold Fangs,Teal,Small,Bandages,Mushrooms,,,https://gloom-rarity-page.vercel.app/punk/3569,https://solanart.io/search/?token=2XTFqYk8aGUyYFuVE62uVKoYT4TKdtsGsTap8tQ8H1xG
3570,0.45,3798,6945,3834,Beige,Black,Ponytail Black,Pink Fangs,Blue,Arched,Tshirt,Helix Hat,Facemask,,https://gloom-rarity-page.vercel.app/punk/3570,https://solanart.io/search/?token=BjfeMqjVwbjWpKUZfQD5Ypygr3acsz9n2E94SLruSKRB
3580,2.25,5191,5540,5407,Blue,Blue,Bob Black,Pink,Teal,Arched,Turtleneck,Mushrooms,,,https://gloom-rarity-page.vercel.app/punk/3580,https://solanart.io/search/?token=62S8wTC9XRNWEXBEYnP2ttyG2odWBMTqCaBzxw7zn2J6
3582,0.199,4699,5535,4709.9,Solana2,Cyborg,Ponytail Brown,Black Fangs,Purple,Small,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/3582,https://solanart.io/search/?token=Fb1vJYGrLyVDWQatsPrHiz8pSQ2ncwkwMHuEUoHWXBC7
3587,0.45,7155,7181,7191,Grey,White,Bob Black,Black Fangs,Teal,Worry,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/3587,https://solanart.io/search/?token=2JrWJitSVU6xHxHGYxjVSTtLwwHnEA8WNSxVqZwan1CB
3588,4,1276,1120,1667,Yellow,Black,Ponytail White,Black,Teal,Small,Naked,,Facemask,,https://gloom-rarity-page.vercel.app/punk/3588,https://solanart.io/search/?token=7xaq2kjsnQk8AhdrY9x8h7NWz97oCLZ3n6j43Frqy5h5
3592,2,6703,4266,6894,Blue,White,Bob Pink,Pink,Blue,Thin,Hoodie,,,,https://gloom-rarity-page.vercel.app/punk/3592,https://solanart.io/search/?token=FT3zSJiJHKEriKDQwxDekAh5MY2g3oUBPhSwqStk4KQf
3599,0.2,6170,6175,6181,Grey,White,Bob White,Black Fangs,Purple,Thin,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/3599,https://solanart.io/search/?token=FDD8VoYG1ZK3NPyKkhfXjmuX5WLzk1YgjG1bkm73vGXd
3602,0.5,8302,6836,8343,Blue,White,Bob Pink,Pink Fangs,Teal,Small,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/3602,https://solanart.io/search/?token=9rXA4ntxy7xVHyXyWB8337WnKNn2PzRh4haysAxbueYo
3604,8.888,4032,2837,4911.8,Beige,Gold,Ponytail Brown,Pink,Teal,Scar,Tshirt,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/3604,https://solanart.io/search/?token=2HoXxBfShKYEmN6pqCrMQoTY78F6Sx3GUvMx9ZnFCKj7
3610,0.25,6985,6117,7001,Blue,Black,Bob Pink,Pink,Blue,Scar,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/3610,https://solanart.io/search/?token=3MpRWz5MDbj9fLMDbbFmSdZqokby1pXMuZC59WgAxK5Y
3619,5.5,6921,4236,7462,Grey,White,Bob Black,Pink,Teal,Arched,Turtleneck,,Gasmask Gunmetal,,https://gloom-rarity-page.vercel.app/punk/3619,https://solanart.io/search/?token=AEHRoChtGt65ZhbroZ62GWt48FxUWdaqFBdMtuVjCZ8E
3624,2,9354,9447,9545,Grey,Cyborg,Ponytail Brown,Pink,Blue,Arched,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/3624,https://solanart.io/search/?token=GNFmuE861zUoF6sCmbbKYvHP7GBamTLnCSFPsqxhw9da
3630,14.89,562,451,2042,Grey,Cyborg,Ponytail Black,Pink,Teal,Small,Tank Top,,Gasmask Pink,Glasses Regular,https://gloom-rarity-page.vercel.app/punk/3630,https://solanart.io/search/?token=6nfRkHW9TCZ31cybArUhU2iNRhDXrw8D8UqGMkDpb6yK
3652,2.99,6914,7672,7204,Solana1,Black,Bob Brown,Pink,Purple,Thin,Tank Top,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/3652,https://solanart.io/search/?token=CoWfgVbszRid7u1N6muboB4tMfWQnuELdqjySnHr7vo6
3657,1.8,8923,9118,9094,Blue,Black,Ponytail Black,Pink,Blue,Small,Tshirt,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/3657,https://solanart.io/search/?token=GjajnyG9fpZGwPUgNfWNgUjr2KBY8mfo71QTxTJkrSpc
3658,0.6,6944,3818,6995,Green,White,Ponytail Brown,Pink,Teal,Thin,Turtleneck,,Piercing,,https://gloom-rarity-page.vercel.app/punk/3658,https://solanart.io/search/?token=Hp4biKmBVNEBkSX219Hdbu2FV1BjyhyV3Q2i4fZW1oXG
3662,3,7916,4851,8207,Blue,White,Bob Brown,Pink,Black,Thin,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/3662,https://solanart.io/search/?token=BEjm4fnLoJaNhUgE9pXNYhmYfe3dCkWevMfRc2mm4hcN
3665,2,6761,3822,6952,Yellow,White,Bob Brown,Pink,Black,Arched,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/3665,https://solanart.io/search/?token=NoPCDpp2Burtt3DcB7iginXwuZGEtzz3hK6sNPScziU
3667,8,600,984,1391,Solana1,Blue,Bob White,Pink Fangs,Blue,Thin,Turtleneck,Scribbles,,,https://gloom-rarity-page.vercel.app/punk/3667,https://solanart.io/search/?token=DvRP3NKckeV9r6bzi5MMfNAjKzpmyGxU8ASoQwUrrAyK
3668,250,554,215,25545,Teal,Cyborg,Bob Teal,Pink,Blue,Thin,Bandages,Halo,,,https://gloom-rarity-page.vercel.app/punk/3668,https://solanart.io/search/?token=3SV1WKmgdodUv8LxUgqDyr2ieMPGkSGk9tUrJqHLRuka
3677,0.4,7707,6902,7738,Solana1,White,Bob Brown,Black Fangs,Teal,Thin,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/3677,https://solanart.io/search/?token=B9BXc4kDVucKnGPSgC2svHLAV7MhPnCcvPGmhUjUuWrZ
3678,0.5,5844,4041,5885,Beige,Black,Ponytail Black,Pink,Teal,Small,Turtleneck,,Gasmask Gunmetal,,https://gloom-rarity-page.vercel.app/punk/3678,https://solanart.io/search/?token=3SVmB3VBDAErDbPxakfVQvPoC4tEugLpvYSYrXP8Udv3
3680,2.1,8145,7714,8346,Yellow,Black,Ponytail White,Black,Teal,Small,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/3680,https://solanart.io/search/?token=Byyw84euKdsHyv39m5bU6EHjsoU8HPKj8iDnnSJkFYGX
3682,2.5,5451,6969,5692,Green,Black,Ponytail White,Pink Fangs,Blue,Arched,Tshirt,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/3682,https://solanart.io/search/?token=HTjWEwcs8hoyrU4V3wfuk6SKC237zRWotMjvNGHXr2bp
